,mean,var,type
0,-0.007652666666666751,27.87592028402622,1
1,-0.004663666666666605,27.499740357213227,1
2,-0.010824000000000066,28.063672135690663,1
3,-0.018156666666666703,27.523587719455556,1
4,-0.016166666666666628,29.12286577488889,1
5,-0.014908666666666572,29.857379161658223,1
6,0.0008280000000000504,29.925172347082665,1
7,-0.017321666666666714,31.495283567530553,1
8,-0.019160666666666732,31.14515407351956,1
9,-0.005438000000000026,31.026796159489336,1
10,2.933333333324602e-05,32.92420963047289,1
11,-0.017576666666666674,33.60163432545556,1
12,-0.003159999999999987,33.619045073066665,1
13,-0.008127666666666566,32.96713741403456,1
14,-0.006671000000000163,32.810382552759,1
15,0.03791300000000001,544.5056913820977,1
16,-0.05684566666666675,549.2840247391813,1
17,-0.05764999999999964,487.6421616508334,1
18,-0.06153399999999973,495.0518102241773,1
19,0.013719666666666777,537.9884437904133,1
20,0.0014513333333338778,523.9600935509649,1
21,-0.17636933333333366,505.71929173292625,1
22,-0.250612,469.8869419921227,1
23,-0.49225733333333344,439.27670024244617,1
24,-0.5528083333333333,441.8852205635972,1
25,-0.5535563333333333,440.7315774814933,1
26,-0.7034476666666666,422.27556316259455,1
27,-0.6753830000000001,395.11840636497766,1
28,-0.7623410000000005,391.9109068913857,1
29,-0.6509803333333337,395.5339906946132,1
30,-0.013929333333333337,88.45050467633956,1
31,-0.0015643333333332141,89.33249865786122,1
32,-0.0071803333333332895,88.9528396064799,1
33,-0.005035666666666771,92.14708543039455,1
34,-0.008497333333333244,89.17406095599289,1
35,-0.0177733333333332,89.37248112728888,1
36,-0.019609333333333364,37.72370740537956,1
37,-0.004196999999999927,37.763586212191,1
38,-0.008346666666666655,37.44808988848889,1
39,-0.007275999999999963,37.720369796490665,1
40,-0.004220333333333447,37.654103811786555,1
41,-0.002171000000000087,37.265213957092335,1
42,-0.00681666666666672,37.13618949238889,1
43,-0.011199333333333394,36.52844956959955,1
44,-0.002228999999999947,36.82096657122567,1
45,-0.010669333333333366,36.71414251465956,1
46,-0.00891633333333319,97.54444501466655,1
47,-0.01301999999999983,96.45740515626666,1
48,-0.038686000000000074,97.92573290607065,1
49,-0.00025500000000003336,97.66120186197502,1
50,-0.03262533333333346,98.19860062095822,1
51,0.002933333333333356,97.73274964888888,1
52,-0.03176499999999997,97.613144499775,1
53,-0.014717333333333216,98.76929706409956,1
54,-0.03819466666666657,98.52426882143823,1
55,-0.01792600000000008,98.71316245585733,1
56,-0.0012896666666668277,96.99561251042655,1
57,-0.024868666666666647,96.72397261075156,1
58,-0.029120666666666958,97.22947000877288,1
59,-0.005232666666666735,99.13200064586621,1
60,0.026830666666666617,7.24026136799289,2
61,-0.02212933333333341,44.73056245793955,2
62,-0.006264666666666585,44.29373292128489,2
63,-0.018940745672436834,43.764963680909695,2
64,-0.00673666666666666,43.58516490998889,2
65,-0.01750566666666672,42.97895186863456,2
66,0.005903333333333296,42.434713754655554,2
67,-0.014526333333333355,41.76790435797322,2
68,-0.016782333333333288,41.59650361895456,2
69,-0.006032666666666728,41.18064542293288,2
70,-0.012991000000000062,40.543324178919,2
71,0.0005813333333333238,39.395187246051556,2
72,0.005898333333333369,26.50651192133056,2
73,-0.0024023333333333314,25.109300549794558,2
74,-0.01528666666666669,25.229149468488888,2
75,-0.021036666666666672,24.958343819988887,2
76,-0.03147966666666654,22.67121982025322,2
77,-0.0069766666666665365,39.121188413455556,2
78,0.000641999999999958,38.30678866650267,2
79,-0.2170483333333334,46.49430559866389,2
80,-0.004243666666666551,38.65025609362655,2
81,0.03308633333333343,39.812945561546556,2
82,-0.004183333333333309,34.626425313055556,2
83,-0.034886333333333366,33.26483747674656,2
84,-0.007053999999999993,31.156662752417333,2
85,-0.002302999999999959,27.574405215857666,2
86,-0.021049333333333378,26.34952768423289,2
87,-0.03938600000000008,23.530782029670668,2
88,-0.008636666666666619,16.316651765322224,2
89,-0.0036919999999999314,32.647503953136,2
90,-0.03780300000000002,19.604955126857668,2
91,-0.021203666666666683,23.637618984186556,2
92,-0.033446000000000024,19.267954905084,2
93,-0.07092266666666662,19.475194986019556,2
94,0.0061426666666666374,32.17087848164623,2
95,0.0028373333333333523,31.081109718872888,2
96,0.000487999999999919,32.12664923718933,2
97,-0.0014556666666667487,29.05414770736789,2
98,0.0014120000000000345,29.00401682758933,2
99,0.006364999999999971,27.889753343775,2
100,0.03513733333333333,26.450994719806225,2
101,0.020757333333333218,26.736301505779558,2
102,-0.008467999999999937,26.364104692309333,2
103,-0.04758533333333351,68.96813081471822,2
104,-0.3021053333333333,300.08815910090493,2
105,-0.11401100000000011,1643.7162901255454,2
106,-0.06049866666666655,1624.543836423998,2
107,-0.193436,1375.145364103904,2
108,0.20126566666666654,1295.0218070844214,2
109,0.12122633333333321,623.7882558377731,2
110,-0.002778333333333497,546.6896290478638,2
