,mean,var,type
0,-0.013264632316157975,41.83462543922437,1
1,-0.009465499999999964,41.24949216480975,1
2,-0.01172186093046527,42.11650726230849,1
3,-0.02202451225612817,41.305872791295094,1
4,-0.019045180722891502,43.858624482898456,1
5,-0.0173268268268269,44.830385211002046,1
6,0.004074037018509144,44.91012822363308,1
7,-0.021702499999999816,47.24281121299375,1
8,-0.027590999999999925,46.717467543719,1
9,-0.007502512562814159,46.7726415746168,1
10,0.0009304652326162013,49.41060593263365,1
11,-0.02495447723861923,50.42727210047895,1
12,-0.00326313156578279,50.453702432012406,1
13,-0.010751500000000079,49.450633214747754,1
14,-0.009103051525762997,49.240032126448924,1
15,0.06205155155155169,817.5743109327778,1
16,-0.08058337506259353,825.161600892022,1
17,-0.08457499999999925,731.4610124293749,1
18,-0.08964617691154471,742.2041770422255,1
19,0.02324949999999967,806.9823340902499,1
20,0.003307499999999891,785.9400696259437,1
21,-0.26347499999999946,758.556111654375,1
22,-0.3755780000000001,704.783504915916,1
23,-0.7381660000000003,658.7335788434441,1
24,-0.8301425000000004,662.5970248551937,1
25,-0.8303044999999999,660.8675353807797,1
26,-1.055982,633.0404377886761,1
27,-1.0169414414414415,592.921533650725,1
28,-1.1475157578789394,587.7157421497018,1
29,-0.9785405000000004,592.9790386233598,1
30,-0.020030015007503562,132.74159249734822,1
31,-0.001876500000000135,133.99869033624773,1
32,-0.01035050000000001,133.42917001264976,1
33,-0.006133000000000039,138.220563068311,1
34,-0.011936000000000035,133.760997472904,1
35,-0.026889999999999928,134.05841945589998,1
36,-0.028214000000000083,56.58528466720399,1
37,-0.006995999999999867,56.645294495984,1
38,-0.013080499999999915,56.17200673301975,1
39,-0.012213999999999942,56.580422123204,1
40,-0.008280500000000132,56.481048467819754,1
41,-0.005034119417962821,56.093269328489654,1
42,-0.011104552276138229,55.7318217404445,1
43,-0.018259000000000015,54.792470700919004,1
44,-0.005273500000000041,55.23136609969775,1
45,-0.017734867433716914,55.09845673610793,1
46,-0.015674499999999966,146.31647268354973,1
47,-0.021683366733467147,144.97540279653694,1
48,-0.049639000000000294,146.88818243867897,1
49,-0.003114057028514439,146.5650026993472,1
50,-0.05051875937968977,147.3703962846656,1
51,0.0030705352676340045,146.67238586746097,1
52,-0.0496113056528261,146.49193770834643,1
53,-0.0236578289144573,148.22775996295897,1
54,-0.059448724362181016,147.85873316583002,1
55,-0.028177999999999998,148.069351454316,1
56,-0.0031276276276278672,145.63899468291038,1
57,-0.038493000000000055,145.085347480951,1
58,-0.04529364682341172,145.91631890376655,1
59,-0.009828999999999893,148.69788103075902,1
60,0.05376567317574505,11.154606136252296,2
61,-0.026573999999999955,67.09572847052402,2
62,-0.00309599999999989,66.440497423784,2
63,-0.02224362181090564,65.76751107371494,2
64,-0.0047350000000000135,65.377677618775,2
65,-0.02139849999999987,64.46832237969775,2
66,0.0039050000000000864,63.652002256975,2
67,-0.016811405702851365,62.682862963431695,2
68,-0.02124349999999987,62.39463361220775,2
69,-0.005668840943301443,61.987865429721545,2
70,-0.016696500000000013,60.81489004438775,2
71,0.0025967983991997006,59.12198532417184,2
72,0.0034682341170584117,39.77952508540914,2
73,-0.0009734999999999161,37.66385553379775,2
74,-0.019318159079540036,37.862484701175994,2
75,-0.031755000000000026,37.437081961975,2
76,-0.04201949999999997,34.00642014611975,2
77,-0.012546000000000078,58.68161178688399,2
78,0.0007714999999999748,57.46005703828775,2
79,-0.2170483333333334,46.49430559866389,2
80,-0.0019155000000000656,57.97528300135975,2
81,0.03834967483741871,59.74914012635182,2
82,-0.007795000000000044,51.939551857975,2
83,-0.04796398199099566,49.921641146276485,2
84,-0.009081000000000103,46.734931102439006,2
85,-0.005294499999999971,41.36153534776975,2
86,-0.029330665332666307,39.54373445944483,2
87,-0.05844222111055526,35.31233095801728,2
88,-0.01439500000000001,24.474833919975,2
89,-0.004908000000000016,48.971196487536,2
90,-0.05722450000000003,29.40622884709975,2
91,-0.03702401200600293,35.47335905695219,2
92,-0.054537268634317175,28.914959481227353,2
93,-0.10293399999999991,29.209665107643996,2
94,0.009684000000000054,48.256240741144005,2
95,0.0019950024987506624,46.5983143148176,2
96,-0.0020480000000000016,48.189900818695996,2
97,-0.005534267133566749,43.6028215694861,2
98,0.007688000000000017,43.505851326656,2
99,0.014248743718593032,42.042988644156715,2
100,0.04957078539269623,39.695663425579724,2
101,0.026555999999999927,40.104293737864005,2
102,-0.008812499999999971,39.54609167834376,2
103,-0.06720800000000009,103.450984452736,2
104,-0.4503418290854573,449.8412054483703,2
105,-0.1699565,2465.564992538608,2
106,-0.09011799999999971,2436.8130741150762,2
107,-0.2883839999999998,2062.6909508535437,2
108,0.3029385,1942.5016450947178,2
109,0.18280950000000076,935.6709527792098,2
110,-0.0025870000000005576,820.034384957431,2
